title,studio,domestic_gross,foreign_gross,year,id,production_budget
Happy Feet,,,,,89.0,"$85,000,000"
Ocean's Eleven,,,,,90.0,"$85,000,000"
The Bourne Supremacy,,,,,91.0,"$85,000,000"
Air Force One,,,,,92.0,"$85,000,000"
Fast & Furious,,,,,93.0,"$85,000,000"
Horton Hears a Who,,,,,94.0,"$85,000,000"
Shazam!,,,,,97.0,"$85,000,000"
Enchanted,,,,,98.0,"$85,000,000"
I Now Pronounce You Chuck and Larry,,,,,100.0,"$85,000,000"
Ocean's Thirteen,,,,,1.0,"$85,000,000"
Itâs Complicated,,,,,2.0,"$85,000,000"
Enemy of the State,,,,,3.0,"$85,000,000"
Open Season,,,,,4.0,"$85,000,000"
102 Dalmatians,,,,,6.0,"$85,000,000"
The Holiday,,,,,8.0,"$85,000,000"
The Fast and the Furious: Tokyo Drift,,,,,9.0,"$85,000,000"
Memoirs of a Geisha,,,,,10.0,"$85,000,000"
Enemy at the Gates,,,,,11.0,"$85,000,000"
Last Action Hero,,,,,12.0,"$85,000,000"
The Rundown,,,,,13.0,"$85,000,000"
xXx: Return of Xander Cage,,,,,15.0,"$85,000,000"
Meet Joe Black,,,,,16.0,"$85,000,000"
Collateral Damage,,,,,18.0,"$85,000,000"
Showtime,,,,,19.0,"$85,000,000"
Judge Dredd,,,,,20.0,"$85,000,000"
Zodiac,,,,,21.0,"$85,000,000"
Scott Pilgrim vs. The World,,,,,22.0,"$85,000,000"
The Core,,,,,23.0,"$85,000,000"
Father's Day,,,,,24.0,"$85,000,000"
Scooby-Doo,,,,,26.0,"$84,000,000"
Nutty Professor II: The Klumps,,,,,27.0,"$84,000,000"
RED 2,,,,,28.0,"$84,000,000"
Click,,,,,29.0,"$82,500,000"
Charlotte's Web,,,,,30.0,"$82,500,000"
Jumper,,,,,31.0,"$82,500,000"
Hellboy II: The Golden Army,,,,,32.0,"$82,500,000"
The Longest Yard,,,,,33.0,"$82,000,000"
The 6th Day,,,,,35.0,"$82,000,000"
Call of the Wild,,,,,36.0,"$82,000,000"
Bruce Almighty,,,,,37.0,"$81,000,000"
Mission: Impossible,,,,,40.0,"$80,000,000"
The Lego Batman Movie,,,,,41.0,"$80,000,000"
Batman Returns,,,,,43.0,"$80,000,000"
Over the Hedge,,,,,45.0,"$80,000,000"
Lilo & Stitch,,,,,46.0,"$80,000,000"
Deep Impact,,,,,47.0,"$80,000,000"
Get Smart,,,,,50.0,"$80,000,000"
Robots,,,,,51.0,"$80,000,000"
Something's Gotta Give,,,,,53.0,"$80,000,000"
Four Christmases,,,,,54.0,"$80,000,000"
Face/Off,,,,,55.0,"$80,000,000"
Bedtime Stories,,,,,56.0,"$80,000,000"
Road to Perdition,,,,,57.0,"$80,000,000"
Daredevil,,,,,59.0,"$80,000,000"
Eagle Eye,,,,,60.0,"$80,000,000"
Con Air,,,,,61.0,"$80,000,000"
Cold Mountain,,,,,63.0,"$80,000,000"
Flubber,,,,,65.0,"$80,000,000"
The Haunting,,,,,66.0,"$80,000,000"
Space Jam,,,,,67.0,"$80,000,000"
Fury,,,,,68.0,"$80,000,000"
The Pink Panther,,,,,70.0,"$80,000,000"
The Day the Earth Stood Still,,,,,72.0,"$80,000,000"
The Day the Earth Stood Still,,,,,65.0,"$1,200,000"
Conspiracy Theory,,,,,73.0,"$80,000,000"
"Six Days, Seven Nights",,,,,74.0,"$80,000,000"
Spirit: Stallion of the Cimarron,,,,,75.0,"$80,000,000"
Swordfish,,,,,76.0,"$80,000,000"
Fantasia 2000 (Theatrical Release),,,,,77.0,"$80,000,000"
Lost In Space,,,,,78.0,"$80,000,000"
The Manchurian Candidate,,,,,79.0,"$80,000,000"
DÃ©jÃ Vu,,,,,80.0,"$80,000,000"
The Secret Life of Pets 2,,,,,81.0,"$80,000,000"
Bewitched,,,,,82.0,"$80,000,000"
The Time Machine,,,,,83.0,"$80,000,000"
What Dreams May Come,,,,,84.0,"$80,000,000"
Mighty Joe Young,,,,,85.0,"$80,000,000"
The Legend of Zorro,,,,,86.0,"$80,000,000"
Little Nicky,,,,,87.0,"$80,000,000"
Surrogates,,,,,88.0,"$80,000,000"
The Brothers Grimm,,,,,90.0,"$80,000,000"
Mars Attacks!,,,,,91.0,"$80,000,000"
The Wild,,,,,92.0,"$80,000,000"
Thirteen Days,,,,,94.0,"$80,000,000"
Daylight,,,,,95.0,"$80,000,000"
Battlefield Earth: A Saga of the Year 3000,,,,,98.0,"$80,000,000"
Looney Tunes: Back in Action,,,,,99.0,"$80,000,000"
Nine,,,,,100.0,"$80,000,000"
Timeline,,,,,1.0,"$80,000,000"
Babe: Pig in the City,,,,,3.0,"$80,000,000"
The Postman,,,,,4.0,"$80,000,000"
Red Planet,,,,,5.0,"$80,000,000"
Arthur et les Minimoys,,,,,6.0,"$80,000,000"
The Invasion,,,,,7.0,"$80,000,000"
A Sound of Thunder,,,,,8.0,"$80,000,000"
The Lion King,,,,,9.0,"$79,300,000"
A Beautiful Mind,,,,,12.0,"$78,000,000"
Red Dragon,,,,,14.0,"$78,000,000"
Hidalgo,,,,,15.0,"$78,000,000"
The League of Extraordinary Gentlemen,,,,,16.0,"$78,000,000"
Exorcist: The Beginning,,,,,17.0,"$78,000,000"
AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©,,,,,18.0,"$77,600,000"
Renegades,,,,,20.0,"$77,500,000"
2 Fast 2 Furious,,,,,23.0,"$76,000,000"
Children of Men,,,,,24.0,"$76,000,000"
The Adventures of Rocky & Bullwinkle,,,,,25.0,"$76,000,000"
Independence Day,,,,,27.0,"$75,000,000"
Dr. Seussâ The Grinch,,,,,28.0,"$75,000,000"
The Lost World: Jurassic Park,,,,,31.0,"$75,000,000"
Ice Age: The Meltdown,,,,,32.0,"$75,000,000"
Madagascar,,,,,33.0,"$75,000,000"
Shark Tale,,,,,35.0,"$75,000,000"
X-Men,,,,,36.0,"$75,000,000"
Wanted,,,,,37.0,"$75,000,000"
The Rock,,,,,38.0,"$75,000,000"
50 First Dates,,,,,39.0,"$75,000,000"
Hairspray,,,,,40.0,"$75,000,000"
Dreamgirls,,,,,42.0,"$75,000,000"
Christopher Robin,,,,,43.0,"$75,000,000"
Inspector Gadget,,,,,44.0,"$75,000,000"
The Terminal,,,,,46.0,"$75,000,000"
Constantine,,,,,47.0,"$75,000,000"
Monster House,,,,,48.0,"$75,000,000"
Vertical Limit,,,,,49.0,"$75,000,000"
Charlie Wilson's War,,,,,50.0,"$75,000,000"
Life,,,,,51.0,"$75,000,000"
Life,,,,,66.0,"$58,000,000"
Be Cool,,,,,52.0,"$75,000,000"
Munich,,,,,53.0,"$75,000,000"
Tears of the Sun,,,,,56.0,"$75,000,000"
Lady in the Water,,,,,57.0,"$75,000,000"
Spanglish,,,,,58.0,"$75,000,000"
Bandits,,,,,59.0,"$75,000,000"
Anna and the King,,,,,60.0,"$75,000,000"
First Knight,,,,,61.0,"$75,000,000"
Hostage,,,,,63.0,"$75,000,000"
Hollywood Homicide,,,,,65.0,"$75,000,000"
Titan A.E.,,,,,66.0,"$75,000,000"
Flight of the Phoenix,,,,,67.0,"$75,000,000"
Soldier,,,,,68.0,"$75,000,000"
Virus,,,,,69.0,"$75,000,000"
Monkeybone,,,,,70.0,"$75,000,000"
PLAYMOBIL,,,,,71.0,"$75,000,000"
355,,,,,72.0,"$75,000,000"
Unbreakable,,,,,75.0,"$73,243,106"
Talladega Nights: The Ballad of Ricky Bobby,,,,,76.0,"$73,000,000"
Snake Eyes,,,,,78.0,"$73,000,000"
Sphere,,,,,79.0,"$73,000,000"
The Simpsons Movie,,,,,80.0,"$72,500,000"
Fool's Gold,,,,,81.0,"$72,500,000"
Funny People,,,,,82.0,"$72,500,000"
The Kingdom,,,,,83.0,"$72,500,000"
Dr. Dolittle 2,,,,,84.0,"$72,000,000"
Braveheart,,,,,85.0,"$72,000,000"
Jarhead,,,,,86.0,"$72,000,000"
Driven,,,,,87.0,"$72,000,000"
The Majestic,,,,,88.0,"$72,000,000"
Two Brothers,,,,,89.0,"$72,000,000"
The Village,,,,,90.0,"$71,682,975"
Doctor Dolittle,,,,,91.0,"$71,500,000"
Signs,,,,,92.0,"$70,702,619"
Shrek 2,,,,,93.0,"$70,000,000"
Cars,,,,,94.0,"$70,000,000"
Alvin and the Chipmunks: The Squeakquel,,,,,95.0,"$70,000,000"
Who Framed Roger Rabbit?,,,,,96.0,"$70,000,000"
Runaway Bride,,,,,97.0,"$70,000,000"
xXx,,,,,98.0,"$70,000,000"
Oceanâs 8,,,,,99.0,"$70,000,000"
Ransom,,,,,100.0,"$70,000,000"
Inglourious Basterds,,,,,1.0,"$70,000,000"
Hook,,,,,2.0,"$70,000,000"
Die Hard 2,,,,,3.0,"$70,000,000"
S.W.A.T.,,,,,4.0,"$70,000,000"
Daddyâs Home 2,,,,,5.0,"$70,000,000"
Sleepy Hollow,,,,,6.0,"$70,000,000"
Vanilla Sky,,,,,7.0,"$70,000,000"
AVP: Alien Vs. Predator,,,,,11.0,"$70,000,000"
We Were Soldiers,,,,,13.0,"$70,000,000"
Star Trek: Insurrection,,,,,16.0,"$70,000,000"
Big Fish,,,,,17.0,"$70,000,000"
Wolf,,,,,18.0,"$70,000,000"
Underworld: Awakening,,,,,19.0,"$70,000,000"
The Lego Ninjago Movie,,,,,20.0,"$70,000,000"
The Guardian,,,,,22.0,"$70,000,000"
The Abyss,,,,,23.0,"$70,000,000"
Wall Street 2: Money Never Sleeps,,,,,24.0,"$70,000,000"
Rumor Has It,,,,,26.0,"$70,000,000"
The Siege,,,,,27.0,"$70,000,000"
Stardust,,,,,28.0,"$70,000,000"
Seven Years in Tibet,,,,,30.0,"$70,000,000"
Sky Captain and the World of Tomorrow,,,,,31.0,"$70,000,000"
The Brave One,,,,,32.0,"$70,000,000"
I Spy,,,,,33.0,"$70,000,000"
Bad Company,,,,,34.0,"$70,000,000"
Doom,,,,,35.0,"$70,000,000"
Hard Rain,,,,,39.0,"$70,000,000"
Hart's War,,,,,40.0,"$70,000,000"
Rollerball,,,,,41.0,"$70,000,000"
Next,,,,,43.0,"$70,000,000"
Ballistic: Ecks vs. Sever,,,,,44.0,"$70,000,000"
Osmosis Jones,,,,,45.0,"$70,000,000"
Legends of Oz: Dorothyâs Return,,,,,46.0,"$70,000,000"
Basic Instinct 2,,,,,48.0,"$70,000,000"
The Sum of All Fears,,,,,54.0,"$68,000,000"
The Score,,,,,56.0,"$68,000,000"
Money Train,,,,,58.0,"$68,000,000"
Dreamcatcher,,,,,59.0,"$68,000,000"
Mystery Men,,,,,60.0,"$68,000,000"
The Insider,,,,,61.0,"$68,000,000"
Doctor Seuss' The Lorax,,,,,63.0,"$67,500,000"
Body of Lies,,,,,64.0,"$67,500,000"
Last Man Standing,,,,,66.0,"$67,000,000"
The Last Legion,,,,,67.0,"$67,000,000"
Entrapment,,,,,68.0,"$66,000,000"
The X Files: Fight the Future,,,,,69.0,"$66,000,000"
Saving Private Ryan,,,,,71.0,"$65,000,000"
What Women Want,,,,,72.0,"$65,000,000"
Ice Age,,,,,74.0,"$65,000,000"
Apollo 13,,,,,75.0,"$65,000,000"
The Matrix,,,,,76.0,"$65,000,000"
Les Miserables,,,,,78.0,"$65,000,000"
The Santa Clause 2,,,,,79.0,"$65,000,000"
You've Got Mail,,,,,81.0,"$65,000,000"
Spy!,,,,,83.0,"$65,000,000"
Step Brothers,,,,,85.0,"$65,000,000"
Jumanji,,,,,86.0,"$65,000,000"
The Mask of Zorro,,,,,87.0,"$65,000,000"
Space Cowboys,,,,,88.0,"$65,000,000"
Annie,,,,,89.0,"$65,000,000"
Cliffhanger,,,,,90.0,"$65,000,000"
Peteâs Dragon,,,,,91.0,"$65,000,000"
Peteâs Dragon,,,,,67.0,"$10,000,000"
Broken Arrow,,,,,92.0,"$65,000,000"
World Trade Center,,,,,93.0,"$65,000,000"
The Kid,,,,,94.0,"$65,000,000"
Mona Lisa Smile,,,,,95.0,"$65,000,000"
Eyes Wide Shut,,,,,97.0,"$65,000,000"
Focus,,,,,99.0,"$65,000,000"
Blade: Trinity,,,,,100.0,"$65,000,000"
Red Dawn,,,,,1.0,"$65,000,000"
We Are Marshall,,,,,2.0,"$65,000,000"
Everest,,,,,3.0,"$65,000,000"
Primary Colors,,,,,5.0,"$65,000,000"
Fight Club,,,,,6.0,"$65,000,000"
Death Race,,,,,7.0,"$65,000,000"
The Long Kiss Goodnight,,,,,8.0,"$65,000,000"
Proof of Life,,,,,9.0,"$65,000,000"
Zathura,,,,,10.0,"$65,000,000"
The Missing,,,,,11.0,"$65,000,000"
Elektra,,,,,12.0,"$65,000,000"
Astro Boy,,,,,13.0,"$65,000,000"
Hudson Hawk,,,,,15.0,"$65,000,000"
Sin City: A Dame to Kill For,,,,,16.0,"$65,000,000"
Live by Night,,,,,17.0,"$65,000,000"
Lucky Numbers,,,,,18.0,"$65,000,000"
Oliver Twist,,,,,19.0,"$65,000,000"
Tian jiang xiong shi,,,,,20.0,"$65,000,000"
Air Strike,,,,,21.0,"$65,000,000"
Little Man,,,,,22.0,"$64,000,000"
Random Hearts,,,,,23.0,"$64,000,000"
Perfume: The Story of a Murderer,,,,,24.0,"$63,700,000"
Jurassic Park,,,,,25.0,"$63,000,000"
Austin Powers in Goldmember,,,,,26.0,"$63,000,000"
Wyatt Earp,,,,,29.0,"$63,000,000"
Clear and Present Danger,,,,,30.0,"$62,000,000"
U-571,,,,,31.0,"$62,000,000"
The American President,,,,,32.0,"$62,000,000"
The Love Guru,,,,,34.0,"$62,000,000"
3000 Miles to Graceland,,,,,35.0,"$62,000,000"
Blades of Glory,,,,,37.0,"$61,000,000"
A Dogâs Way Home,,,,,41.0,"$61,000,000"
Mei Ren Yu,,,,,42.0,"$60,720,000"
Meet the Fockers,,,,,43.0,"$60,000,000"
The Lego Movie,,,,,44.0,"$60,000,000"
300,,,,,45.0,"$60,000,000"
Wild Hogs,,,,,46.0,"$60,000,000"
Marley & Me,,,,,47.0,"$60,000,000"
The Green Mile,,,,,48.0,"$60,000,000"
The Truman Show,,,,,49.0,"$60,000,000"
The Bourne Identity,,,,,51.0,"$60,000,000"
Couples Retreat,,,,,52.0,"$60,000,000"
Goldeneye,,,,,53.0,"$60,000,000"
The Italian Job,,,,,54.0,"$60,000,000"
Daddy Day Care,,,,,55.0,"$60,000,000"
The General's Daughter,,,,,56.0,"$60,000,000"
The Prince of Egypt,,,,,57.0,"$60,000,000"
Collateral,,,,,58.0,"$60,000,000"
Cats & Dogs,,,,,59.0,"$60,000,000"
Two Weeks Notice,,,,,60.0,"$60,000,000"
Antz,,,,,61.0,"$60,000,000"
The Scorpion King,,,,,62.0,"$60,000,000"
Starsky & Hutch,,,,,64.0,"$60,000,000"
Days of Thunder,,,,,65.0,"$60,000,000"
Cheaper by the Dozen 2,,,,,66.0,"$60,000,000"
Man on Fire,,,,,69.0,"$60,000,000"
The Family Man,,,,,70.0,"$60,000,000"
Any Given Sunday,,,,,72.0,"$60,000,000"
The Horse Whisperer,,,,,73.0,"$60,000,000"
Coraline,,,,,74.0,"$60,000,000"
Ladder 49,,,,,75.0,"$60,000,000"
Deep Blue Sea,,,,,76.0,"$60,000,000"
Michael Jackson's This Is It,,,,,77.0,"$60,000,000"
Kangaroo Jack,,,,,78.0,"$60,000,000"
The Happening,,,,,79.0,"$60,000,000"
Rules of Engagement,,,,,81.0,"$60,000,000"
The Shaggy Dog,,,,,82.0,"$60,000,000"
Jingle All the Way,,,,,83.0,"$60,000,000"
Hellboy,,,,,84.0,"$60,000,000"
Hellboy,,,,,77.0,"$50,000,000"
A Civil Action,,,,,87.0,"$60,000,000"
The Jackal,,,,,90.0,"$60,000,000"
Paycheck,,,,,91.0,"$60,000,000"
Up Close & Personal,,,,,92.0,"$60,000,000"
The Tale of Despereaux,,,,,93.0,"$60,000,000"
The Tuxedo,,,,,96.0,"$60,000,000"
Under Siege 2: Dark Territory,,,,,98.0,"$60,000,000"
Miss Congeniality 2: Armed and Fabulous,,,,,99.0,"$60,000,000"
Alien: Resurrection,,,,,1.0,"$60,000,000"
Shooter,,,,,2.0,"$60,000,000"
Practical Magic,,,,,3.0,"$60,000,000"
Year One,,,,,7.0,"$60,000,000"
Star Trek: Nemesis,,,,,9.0,"$60,000,000"
Reign of Fire,,,,,10.0,"$60,000,000"
Planet 51,,,,,11.0,"$60,000,000"
Duplicity,,,,,12.0,"$60,000,000"
Righteous Kill,,,,,13.0,"$60,000,000"
Invictus,,,,,14.0,"$60,000,000"
State of Play,,,,,15.0,"$60,000,000"
My Favorite Martian,,,,,16.0,"$60,000,000"
The Sentinel,,,,,17.0,"$60,000,000"
Intolerable Cruelty,,,,,19.0,"$60,000,000"
The Relic,,,,,20.0,"$60,000,000"
Mercury Rising,,,,,21.0,"$60,000,000"
Almost Famous,,,,,22.0,"$60,000,000"
Cold Pursuit,,,,,23.0,"$60,000,000"
Analyze That,,,,,24.0,"$60,000,000"
The Soloist,,,,,25.0,"$60,000,000"
The Legend of Bagger Vance,,,,,27.0,"$60,000,000"
Dragonfly,,,,,28.0,"$60,000,000"
Garfield: A Tail of Two Kitties,,,,,30.0,"$60,000,000"
XXX: State of the Union,,,,,31.0,"$60,000,000"
Event Horizon,,,,,32.0,"$60,000,000"
Sinbad: Legend of the Seven Seas,,,,,33.0,"$60,000,000"
Dark Water,,,,,34.0,"$60,000,000"
The Black Dahlia,,,,,36.0,"$60,000,000"
EDtv,,,,,37.0,"$60,000,000"
The Spirit,,,,,38.0,"$60,000,000"
The Last Castle,,,,,39.0,"$60,000,000"
Inkheart,,,,,40.0,"$60,000,000"
Supernova,,,,,41.0,"$60,000,000"
Flyboys,,,,,42.0,"$60,000,000"
Winterâs Tale,,,,,43.0,"$60,000,000"
Holy Man,,,,,44.0,"$60,000,000"
Meet Dave,,,,,45.0,"$60,000,000"
The Great Raid,,,,,46.0,"$60,000,000"
In the Name of the King: A Dungeon Siege Tale,,,,,49.0,"$60,000,000"
Beyond Borders,,,,,50.0,"$60,000,000"
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,,,,,51.0,"$60,000,000"
The Ridiculous 6,,,,,52.0,"$60,000,000"
Midway,,,,,53.0,"$59,500,000"
The Kid Who Would Be King,,,,,55.0,"$59,000,000"
Rambo III,,,,,59.0,"$58,000,000"
Sabrina,,,,,60.0,"$58,000,000"
Just Like Heaven,,,,,62.0,"$58,000,000"
The Flintstones in Viva Rock Vegas,,,,,64.0,"$58,000,000"
Leatherheads,,,,,65.0,"$58,000,000"
Did You Hear About the Morgans?,,,,,67.0,"$58,000,000"
"Che, Part 1: The Argentine",,,,,68.0,"$58,000,000"
Sex and the City,,,,,69.0,"$57,500,000"
Devil's Advocate,,,,,72.0,"$57,000,000"
Dragonheart,,,,,74.0,"$57,000,000"
After the Sunset,,,,,75.0,"$57,000,000"
Captain Corelli's Mandolin,,,,,76.0,"$57,000,000"
Anger Management,,,,,78.0,"$56,000,000"
The Pacifier,,,,,79.0,"$56,000,000"
Walking Tall,,,,,80.0,"$56,000,000"
Zhuo yao ji,,,,,81.0,"$56,000,000"
Forrest Gump,,,,,82.0,"$55,000,000"
Alvin and the Chipmunks,,,,,83.0,"$55,000,000"
Hitch,,,,,85.0,"$55,000,000"
Meet the Parents,,,,,86.0,"$55,000,000"
The Pursuit of Happyness,,,,,87.0,"$55,000,000"
Pocahontas,,,,,88.0,"$55,000,000"
Superman,,,,,89.0,"$55,000,000"
The Nutty Professor,,,,,90.0,"$55,000,000"
George Of The Jungle,,,,,93.0,"$55,000,000"
American Wedding,,,,,94.0,"$55,000,000"
Murder on the Orient Express,,,,,95.0,"$55,000,000"
Casper,,,,,98.0,"$55,000,000"
Maid in Manhattan,,,,,100.0,"$55,000,000"
Crimson Tide,,,,,1.0,"$55,000,000"
Flightplan,,,,,2.0,"$55,000,000"
Disclosure,,,,,3.0,"$55,000,000"
City of Angels,,,,,4.0,"$55,000,000"
R.V.,,,,,6.0,"$55,000,000"
Stargate,,,,,7.0,"$55,000,000"
Kill Bill: Volume 1,,,,,8.0,"$55,000,000"
Mr. Poppers's Penguins,,,,,9.0,"$55,000,000"
Bowfinger,,,,,10.0,"$55,000,000"
Kill Bill: Volume 2,,,,,11.0,"$55,000,000"
Tango & Cash,,,,,12.0,"$55,000,000"
Death Becomes Her,,,,,13.0,"$55,000,000"
Shanghai Noon,,,,,14.0,"$55,000,000"
Executive Decision,,,,,15.0,"$55,000,000"
Alien 3,,,,,17.0,"$55,000,000"
The Forbidden Kingdom,,,,,18.0,"$55,000,000"
The Phantom of the Opera,,,,,19.0,"$55,000,000"
Evita,,,,,21.0,"$55,000,000"
Ronin,,,,,23.0,"$55,000,000"
The Ghost and the Darkness,,,,,25.0,"$55,000,000"
Changeling,,,,,26.0,"$55,000,000"
The Hunted,,,,,28.0,"$55,000,000"
Instinct,,,,,29.0,"$55,000,000"
Stuck On You,,,,,30.0,"$55,000,000"
Semi-Pro,,,,,31.0,"$55,000,000"
Annihilation,,,,,32.0,"$55,000,000"
Aeon Flux,,,,,35.0,"$55,000,000"
Chain Reaction,,,,,36.0,"$55,000,000"
The Fan,,,,,37.0,"$55,000,000"
Elizabeth: The Golden Age,,,,,38.0,"$55,000,000"
Imagine That,,,,,39.0,"$55,000,000"
Gods and Generals,,,,,40.0,"$55,000,000"
Turbulence,,,,,41.0,"$55,000,000"
All the King's Men,,,,,43.0,"$55,000,000"
Thunderbirds,,,,,44.0,"$55,000,000"
Un long dimanche de fianÃ§ailles,,,,,45.0,"$55,000,000"
Lucky You,,,,,46.0,"$55,000,000"
Lolita,,,,,47.0,"$55,000,000"
Lolita,,,,,1.0,"$2,000,000"
Eye See You,,,,,48.0,"$55,000,000"
Superman II,,,,,49.0,"$54,000,000"
Blade 2,,,,,50.0,"$54,000,000"
"You, Me and Dupree",,,,,51.0,"$54,000,000"
Seven Pounds,,,,,52.0,"$54,000,000"
The Godfather: Part III,,,,,53.0,"$54,000,000"
Elizabethtown,,,,,54.0,"$54,000,000"
Gigli,,,,,55.0,"$54,000,000"
Shaft,,,,,56.0,"$53,012,938"
Shaft,,,,,98.0,"$30,000,000"
The Dukes of Hazzard,,,,,57.0,"$53,000,000"
Law Abiding Citizen,,,,,58.0,"$53,000,000"
Anastasia,,,,,60.0,"$53,000,000"
Moulin Rouge,,,,,61.0,"$53,000,000"
Domestic Disturbance,,,,,62.0,"$53,000,000"
Flags of Our Fathers,,,,,63.0,"$53,000,000"
Grindhouse,,,,,64.0,"$53,000,000"
Beloved,,,,,65.0,"$53,000,000"
Catch Me if You Can,,,,,67.0,"$52,000,000"
Mamma Mia!,,,,,68.0,"$52,000,000"
The Break-Up,,,,,69.0,"$52,000,000"
Casino,,,,,71.0,"$52,000,000"
The Thin Red Line,,,,,73.0,"$52,000,000"
Man on the Moon,,,,,74.0,"$52,000,000"
From Paris With Love,,,,,75.0,"$52,000,000"
Bulletproof Monk,,,,,76.0,"$52,000,000"
"Me, Myself & Irene",,,,,77.0,"$51,000,000"
Barnyard: The Original Party Animals,,,,,78.0,"$51,000,000"
Deck the Halls,,,,,80.0,"$51,000,000"
The Twilight Saga: New Moon,,,,,82.0,"$50,000,000"
Shrek,,,,,83.0,"$50,000,000"
Robin Hood: Prince of Thieves,,,,,86.0,"$50,000,000"
Jerry Maguire,,,,,87.0,"$50,000,000"
Daddyâs Home,,,,,88.0,"$50,000,000"
As Good as it Gets,,,,,89.0,"$50,000,000"
Patch Adams,,,,,90.0,"$50,000,000"
Mr. Deeds,,,,,94.0,"$50,000,000"
Erin Brockovich,,,,,95.0,"$50,000,000"
How to Lose a Guy in 10 Days,,,,,98.0,"$50,000,000"
Interview with the Vampire: The Vampire Chronicles,,,,,99.0,"$50,000,000"
Yes Man,,,,,1.0,"$50,000,000"
Stepmom,,,,,3.0,"$50,000,000"
Disney Planes,,,,,4.0,"$50,000,000"
Failure to Launch,,,,,5.0,"$50,000,000"
Inside Man,,,,,6.0,"$50,000,000"
"Crazy, Stupid, Love",,,,,8.0,"$50,000,000"
Payback,,,,,10.0,"$50,000,000"
Congo,,,,,11.0,"$50,000,000"
Knowing,,,,,12.0,"$50,000,000"
The Ring Two,,,,,13.0,"$50,000,000"
Garfield: The Movie,,,,,16.0,"$50,000,000"
Christmas with the Kranks,,,,,17.0,"$50,000,000"
V for Vendetta,,,,,18.0,"$50,000,000"
Outbreak,,,,,19.0,"$50,000,000"
Race to Witch Mountain,,,,,20.0,"$50,000,000"
The Forgotten,,,,,21.0,"$50,000,000"
Herbie: Fully Loaded,,,,,22.0,"$50,000,000"
Shanghai Knights,,,,,23.0,"$50,000,000"
Planes: Fire and Rescue,,,,,24.0,"$50,000,000"
Curious George,,,,,25.0,"$50,000,000"
Hansel & Gretel: Witch Hunters,,,,,27.0,"$50,000,000"
I am Number Four,,,,,28.0,"$50,000,000"
Donât Say a Word,,,,,29.0,"$50,000,000"
Unfaithful,,,,,31.0,"$50,000,000"
Syriana,,,,,33.0,"$50,000,000"
Resident Evil: Apocalypse,,,,,34.0,"$50,000,000"
The Book of Life,,,,,35.0,"$50,000,000"
Absolute Power,,,,,36.0,"$50,000,000"
Firewall,,,,,37.0,"$50,000,000"
The Game,,,,,38.0,"$50,000,000"
G.I. Jane,,,,,39.0,"$50,000,000"
Into the Storm,,,,,40.0,"$50,000,000"
Silent Hill,,,,,42.0,"$50,000,000"
The Replacements,,,,,43.0,"$50,000,000"
The Negotiator,,,,,44.0,"$50,000,000"
Beverly Hills Cop III,,,,,46.0,"$50,000,000"
Gremlins 2: The New Batch,,,,,47.0,"$50,000,000"
The Peacemaker,,,,,48.0,"$50,000,000"
Out of Time,,,,,49.0,"$50,000,000"
Bridget Jones: The Edge Of Reason,,,,,50.0,"$50,000,000"
The Beach,,,,,51.0,"$50,000,000"
The Adventures of Sharkboy and Lavagirl in 3-D,,,,,52.0,"$50,000,000"
On Deadly Ground,,,,,53.0,"$50,000,000"
Ninja Assassin,,,,,54.0,"$50,000,000"
Raising Helen,,,,,55.0,"$50,000,000"
For Love of the Game,,,,,57.0,"$50,000,000"
Jack Frost,,,,,58.0,"$50,000,000"
Striptease,,,,,60.0,"$50,000,000"
Murder by Numbers,,,,,62.0,"$50,000,000"
Assassins,,,,,63.0,"$50,000,000"
Defiance,,,,,65.0,"$50,000,000"
Hannibal Rising,,,,,66.0,"$50,000,000"
The Story of Us,,,,,67.0,"$50,000,000"
The Host,,,,,68.0,"$50,000,000"
Basic,,,,,69.0,"$50,000,000"
Blood Work,,,,,71.0,"$50,000,000"
The International,,,,,72.0,"$50,000,000"
Escape from L.A.,,,,,73.0,"$50,000,000"
Twisted,,,,,74.0,"$50,000,000"
The Life Aquatic with Steve Zissou,,,,,75.0,"$50,000,000"
The Iron Giant,,,,,76.0,"$50,000,000"
Gamer,,,,,82.0,"$50,000,000"
Man of the House,,,,,83.0,"$50,000,000"
The Life of David Gale,,,,,84.0,"$50,000,000"
Beautiful Creatures,,,,,85.0,"$50,000,000"
Into the Blue,,,,,86.0,"$50,000,000"
Eastern Promises,,,,,87.0,"$50,000,000"
Baby's Day Out,,,,,88.0,"$50,000,000"
The Messenger: The Story of Joan of Arc,,,,,89.0,"$50,000,000"
Fair Game,,,,,90.0,"$50,000,000"
Mad City,,,,,92.0,"$50,000,000"
The Scarlet Letter,,,,,93.0,"$50,000,000"
Domino,,,,,94.0,"$50,000,000"
Jade,,,,,95.0,"$50,000,000"
Street Fighter: The Legend of Chun-Li,,,,,96.0,"$50,000,000"
Death to Smoochy,,,,,97.0,"$50,000,000"
The Boat That Rocked,,,,,99.0,"$50,000,000"
The Big Bounce,,,,,100.0,"$50,000,000"
What Planet Are You From?,,,,,1.0,"$50,000,000"
Outlander,,,,,3.0,"$50,000,000"
