,title,studio,domestic_gross,foreign_gross,year,id,production_budget,profitability
3089,Black Panther,BV,700100000.0,646900000.0,2018.0,42.0,200000000.0,1147000000.0
3090,Jurassic World: Fallen Kingdom,Uni.,417700000.0,891800000.0,2018.0,13.0,170000000.0,1139500000.0
1131,Frozen,BV,400700000.0,875700000.0,2013.0,56.0,150000000.0,1126400000.0
1883,Minions,Uni.,336000000.0,823400000.0,2015.0,73.0,74000000.0,1085400000.0
1882,Avengers: Age of Ultron,BV,459000000.0,946400000.0,2015.0,4.0,330600000.0,1074800000.0
3091,Incredibles 2,BV,608600000.0,634200000.0,2018.0,44.0,200000000.0,1042800000.0
1132,Iron Man 3,BV,409000000.0,805800000.0,2013.0,48.0,200000000.0,1014800000.0
3092,Aquaman,WB,335100000.0,812700000.0,2018.0,36.0,160000000.0,987800000.0
2770,Despicable Me 3,Uni.,264600000.0,770200000.0,2017.0,30.0,75000000.0,959800000.0
332,Transformers: Dark of the Moon,P/DW,352400000.0,771400000.0,2011.0,64.0,195000000.0,928800000.0
732,Skyfall,Sony,304400000.0,804200000.0,2012.0,52.0,200000000.0,908600000.0
2331,Captain America: Civil War,BV,408100000.0,745200000.0,2016.0,17.0,250000000.0,903300000.0
1133,Despicable Me 2,Uni.,368100000.0,602700000.0,2013.0,22.0,76000000.0,894800000.0
1483,Transformers: Age of Extinction,Par.,245400000.0,858600000.0,2014.0,37.0,210000000.0,894000000.0
2334,Zootopia,BV,341300000.0,682500000.0,2016.0,57.0,150000000.0,873800000.0
2771,Jumanji: Welcome to the Jungle,Sony,404500000.0,557600000.0,2017.0,38.0,90000000.0,872100000.0
0,Toy Story 3,BV,415000000.0,652000000.0,2010.0,47.0,200000000.0,867000000.0
2332,Rogue One: A Star Wars Story,BV,532200000.0,523900000.0,2016.0,45.0,200000000.0,856100000.0
3093,Bohemian Rhapsody,Fox,216400000.0,687200000.0,2018.0,84.0,55000000.0,848600000.0
2333,Finding Dory,BV,486300000.0,542300000.0,2016.0,46.0,200000000.0,828600000.0
733,The Dark Knight Rises,WB,448100000.0,636800000.0,2012.0,11.0,275000000.0,809900000.0
2336,The Secret Life of Pets,Uni.,368400000.0,507100000.0,2016.0,26.0,75000000.0,800500000.0
735,Ice Age: Continental Drift,Fox,161300000.0,715900000.0,2012.0,14.0,95000000.0,782200000.0
734,The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000.0,2012.0,19.0,250000000.0,771100000.0
1135,The Hunger Games: Catching Fire,LGF,424700000.0,440300000.0,2013.0,38.0,130000000.0,735000000.0
2339,Deadpool,Fox,363100000.0,420000000.0,2016.0,56.0,58000000.0,725100000.0
1134,The Hobbit: The Desolation of Smaug,WB (NL),258399999.0,700000000.0,2013.0,21.0,250000000.0,708399999.0
1484,The Hobbit: The Battle of the Five Armies,WB (NL),255100000.0,700900000.0,2014.0,22.0,250000000.0,706000000.0
2772,Spider-Man: Homecoming,Sony,334200000.0,546000000.0,2017.0,99.0,175000000.0,705200000.0
1885,Inside Out,BV,356500000.0,501100000.0,2015.0,98.0,175000000.0,682600000.0
2775,Thor: Ragnarok,BV,315100000.0,538900000.0,2017.0,82.0,180000000.0,674000000.0
2776,Wonder Woman,WB,412600000.0,409300000.0,2017.0,55.0,150000000.0,671900000.0
3096,Deadpool 2,Fox,318500000.0,460500000.0,2018.0,15.0,110000000.0,669000000.0
3,Inception,WB,292600000.0,535700000.0,2010.0,38.0,160000000.0,668300000.0
2779,It,WB (NL),327500000.0,372900000.0,2017.0,24.0,35000000.0,665400000.0
333,Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000.0,2011.0,2.0,410600000.0,635100000.0
2777,Coco,BV,209700000.0,597400000.0,2017.0,2.0,175000000.0,632100000.0
5,The Twilight Saga: Eclipse,Sum.,300500000.0,398000000.0,2010.0,53.0,68000000.0,630500000.0
1487,The Hunger Games: Mockingjay - Part 1,LGF,337100000.0,418200000.0,2014.0,62.0,125000000.0,630300000.0
2337,Batman v Superman: Dawn of Justice,WB,330400000.0,543300000.0,2016.0,18.0,250000000.0,623700000.0
739,The Hunger Games,LGF,408000000.0,286400000.0,2012.0,38.0,80000000.0,614400000.0
1138,Gravity,WB,274100000.0,449100000.0,2013.0,16.0,110000000.0,613200000.0
1485,Guardians of the Galaxy,BV,333200000.0,440200000.0,2014.0,14.0,170000000.0,603400000.0
738,Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000.0,2012.0,97.0,145000000.0,601900000.0
4,Shrek Forever After,P/DW,238700000.0,513900000.0,2010.0,27.0,165000000.0,587600000.0
1884,Spectre,Sony,200100000.0,680600000.0,2015.0,10.0,300000000.0,580700000.0
1486,Maleficent,BV,241400000.0,517100000.0,2014.0,84.0,180000000.0,578500000.0
2340,Suicide Squad,WB,325100000.0,421700000.0,2016.0,100.0,175000000.0,571800000.0
2778,Pirates of the Caribbean: Dead Men Tell No Tales,BV,172600000.0,622300000.0,2017.0,25.0,230000000.0,564900000.0
2343,Sing,Uni.,270400000.0,363800000.0,2016.0,29.0,75000000.0,559200000.0
1488,X-Men: Days of Future Past,Fox,233900000.0,513900000.0,2014.0,55.0,200000000.0,547800000.0
1489,Captain America: The Winter Soldier,BV,259800000.0,454500000.0,2014.0,16.0,170000000.0,544300000.0
1137,Monsters University,BV,268500000.0,475700000.0,2013.0,53.0,200000000.0,544200000.0
1490,Dawn of the Planet of the Apes,Fox,208500000.0,502100000.0,2014.0,17.0,170000000.0,540600000.0
737,The Amazing Spider-Man,Sony,262000000.0,495900000.0,2012.0,31.0,220000000.0,537900000.0
1889,Fifty Shades of Grey,Uni.,166200000.0,404800000.0,2015.0,78.0,40000000.0,531000000.0
1888,The Martian,Fox,228400000.0,401700000.0,2015.0,46.0,108000000.0,522100000.0
336,Kung Fu Panda 2,P/DW,165200000.0,500400000.0,2011.0,74.0,150000000.0,515600000.0
2341,Doctor Strange,BV,232600000.0,445100000.0,2016.0,28.0,165000000.0,512700000.0
1492,Interstellar,Par.,188000000.0,489400000.0,2014.0,32.0,165000000.0,512400000.0
1491,The Amazing Spider-Man 2,Sony,202900000.0,506100000.0,2014.0,56.0,200000000.0,509000000.0
338,The Hangover Part II,WB,254500000.0,332300000.0,2011.0,39.0,80000000.0,506800000.0
337,Fast Five,Uni.,209800000.0,416300000.0,2011.0,67.0,125000000.0,501100000.0
742,Ted,Uni.,218800000.0,330600000.0,2012.0,84.0,50000000.0,499400000.0
1140,Thor: The Dark World,BV,206400000.0,438200000.0,2013.0,66.0,150000000.0,494600000.0
1887,The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000.0,2015.0,39.0,160000000.0,493400000.0
2342,Moana,BV,248800000.0,394600000.0,2016.0,62.0,150000000.0,493400000.0
1493,Big Hero 6,BV,222500000.0,435300000.0,2014.0,29.0,165000000.0,492800000.0
3098,Ant-Man and the Wasp,BV,216600000.0,406000000.0,2018.0,41.0,130000000.0,492600000.0
1495,American Sniper,WB,350100000.0,197300000.0,2014.0,57.0,58000000.0,489400000.0
741,Life of Pi,Fox,125000000.0,484000000.0,2012.0,88.0,120000000.0,489000000.0
1494,How to Train Your Dragon 2,Fox,177000000.0,444500000.0,2014.0,99.0,145000000.0,476500000.0
8,Despicable Me,Uni.,251500000.0,291600000.0,2010.0,50.0,69000000.0,474100000.0
3104,Hotel Transylvania 3: Summer Vacation,Sony,167500000.0,361100000.0,2018.0,77.0,65000000.0,463600000.0
6,Iron Man 2,Par.,312400000.0,311500000.0,2010.0,15.0,170000000.0,453900000.0
3097,Fantastic Beasts: The Crimes of Grindelwald,WB,159600000.0,494100000.0,2018.0,60.0,200000000.0,453700000.0
339,The Smurfs,Sony,142600000.0,421100000.0,2011.0,20.0,110000000.0,453700000.0
1141,The Croods,Fox,187200000.0,400000000.0,2013.0,26.0,135000000.0,452200000.0
1139,Man of Steel,WB,291000000.0,377000000.0,2013.0,29.0,225000000.0,443000000.0
1880,Jurassic World,Uni.,652300000.0,1019.4,2015.0,34.0,215000000.0,437301019.4
3099,Ready Player One,WB,137700000.0,445200000.0,2018.0,78.0,150000000.0,432900000.0
2347,La La Land,LG/S,151100000.0,295000000.0,2016.0,92.0,20000000.0,426100000.0
341,Puss in Boots,P/DW,149300000.0,405700000.0,2011.0,46.0,130000000.0,425000000.0
1500,Lucy,Uni.,126700000.0,336700000.0,2014.0,83.0,40000000.0,423400000.0
342,Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000.0,2011.0,69.0,125000000.0,420400000.0
2784,The Boss Baby,Fox,175000000.0,353000000.0,2017.0,71.0,125000000.0,403000000.0
1891,The Revenant,Fox,183600000.0,349300000.0,2015.0,27.0,135000000.0,397900000.0
1893,Hotel Transylvania 2,Sony,169700000.0,305100000.0,2015.0,42.0,80000000.0,394800000.0
343,Rio,Fox,143600000.0,341000000.0,2011.0,46.0,90000000.0,394600000.0
1892,Ant-Man,BV,180200000.0,339100000.0,2015.0,43.0,130000000.0,389300000.0
344,Rise of the Planet of the Apes,Fox,176800000.0,305000000.0,2011.0,31.0,93000000.0,388800000.0
2782,Transformers: The Last Knight,Par.,130199999.0,475300000.0,2017.0,33.0,217000000.0,388499999.0
2783,Kong: Skull Island,WB,168100000.0,398600000.0,2017.0,78.0,185000000.0,381700000.0
2346,Kung Fu Panda 3,Fox,143500000.0,377600000.0,2016.0,11.0,140000000.0,381100000.0
3088,Avengers: Infinity War,BV,678800000.0,1369.5,2018.0,7.0,300000000.0,378801369.5
2785,Dunkirk,WB,188000000.0,337200000.0,2017.0,69.0,150000000.0,375200000.0
1497,Rio 2,Fox,131500000.0,368600000.0,2014.0,49.0,130000000.0,370100000.0
3106,Bumblebee,Par.,127200000.0,340800000.0,2018.0,62.0,102000000.0,366000000.0
2345,X-Men: Apocalypse,Fox,155400000.0,388500000.0,2016.0,93.0,178000000.0,365900000.0
1894,San Andreas,WB (NL),155200000.0,318800000.0,2015.0,19.0,110000000.0,364000000.0
340,Cars 2,BV,191500000.0,370700000.0,2011.0,57.0,200000000.0,362200000.0
2780,Justice League,WB,229000000.0,428900000.0,2017.0,9.0,300000000.0,357900000.0
743,Brave,BV,237300000.0,303200000.0,2012.0,77.0,185000000.0,355500000.0
3102,The Meg,WB,145400000.0,384800000.0,2018.0,94.0,178000000.0,352200000.0
2787,The Greatest Showman,Fox,174300000.0,260700000.0,2017.0,25.0,84000000.0,351000000.0
1142,World War Z,Par.,202400000.0,337600000.0,2013.0,69.0,190000000.0,350000000.0
2786,War for the Planet of the Apes,Fox,146900000.0,343800000.0,2017.0,52.0,152000000.0,338700000.0
7,Tangled,BV,200800000.0,391000000.0,2010.0,15.0,260000000.0,331800000.0
750,Taken 2,Fox,139900000.0,236300000.0,2012.0,54.0,45000000.0,331200000.0
9,How to Train Your Dragon,P/DW,217600000.0,277300000.0,2010.0,30.0,165000000.0,329900000.0
2791,Fifty Shades Darker,Uni.,114600000.0,267000000.0,2017.0,91.0,55000000.0,326600000.0
747,Django Unchained,Wein.,162800000.0,262600000.0,2012.0,69.0,100000000.0,325400000.0
3117,A Quiet Place,Par.,188000000.0,152900000.0,2018.0,66.0,17000000.0,323900000.0
1896,Kingsman: The Secret Service,Fox,128300000.0,286100000.0,2015.0,29.0,94000000.0,320400000.0
14,The Karate Kid,Sony,176600000.0,182500000.0,2010.0,77.0,40000000.0,319100000.0
3112,Fifty Shades Freed,Uni.,100400000.0,271500000.0,2018.0,97.0,55000000.0,316900000.0
17,Black Swan,FoxS,107000000.0,222400000.0,2010.0,46.0,13000000.0,316400000.0
1506,The Maze Runner,Fox,102400000.0,245900000.0,2014.0,60.0,34000000.0,314300000.0
1503,Gone Girl,Fox,167800000.0,201600000.0,2014.0,36.0,61000000.0,308400000.0
2788,Kingsman: The Golden Circle,Fox,100200000.0,310700000.0,2017.0,54.0,104000000.0,306900000.0
744,Wreck-It Ralph,BV,189400000.0,281800000.0,2012.0,31.0,165000000.0,306200000.0
2350,Ice Age: Collision Course,Fox,64099999.0,344500000.0,2016.0,52.0,105000000.0,303599999.0
3115,Peter Rabbit,Sony,115300000.0,236000000.0,2018.0,97.0,50000000.0,301300000.0
1145,The Wolverine,Fox,132600000.0,282300000.0,2013.0,8.0,115000000.0,299900000.0
1153,The Conjuring,WB (NL),137400000.0,182100000.0,2013.0,93.0,20000000.0,299500000.0
345,Thor,Par.,181000000.0,268300000.0,2011.0,70.0,150000000.0,299300000.0
3118,Green Book,Uni.,85100000.0,234700000.0,2018.0,71.0,23000000.0,296800000.0
2349,Jason Bourne,Uni.,162400000.0,253100000.0,2016.0,86.0,120000000.0,295500000.0
2360,Dangal,UTV,12400000.0,290500000.0,2016.0,56.0,9500000.0,293400000.0
1147,The Wolf of Wall Street,Par.,116900000.0,275100000.0,2013.0,76.0,100000000.0,292000000.0
2798,Annabelle: Creation,WB (NL),102100000.0,204400000.0,2017.0,2.0,15000000.0,291500000.0
2799,Wonder,LGF,132400000.0,173500000.0,2017.0,95.0,20000000.0,285900000.0
1895,Terminator: Genisys,Par.,89800000.0,350800000.0,2015.0,49.0,155000000.0,285600000.0
1508,22 Jump Street,Sony,191700000.0,139600000.0,2014.0,85.0,50000000.0,281300000.0
2354,The Angry Birds Movie,Sony,107500000.0,244800000.0,2016.0,77.0,73000000.0,279300000.0
1900,Taken 3,Fox,89300000.0,237200000.0,2015.0,18.0,48000000.0,278500000.0
748,Prometheus,Fox,126500000.0,276900000.0,2012.0,75.0,125000000.0,278400000.0
1144,Star Trek Into Darkness,Par.,228800000.0,238600000.0,2013.0,68.0,190000000.0,277400000.0
1151,Now You See Me,LG/S,117700000.0,234000000.0,2013.0,41.0,75000000.0,276700000.0
2348,Warcraft,Uni.,47400000.0,386300000.0,2016.0,46.0,160000000.0,273700000.0
2801,Split,Uni.,138300000.0,140200000.0,2017.0,50.0,5000000.0,273500000.0
751,Hotel Transylvania,Sony,148300000.0,210100000.0,2012.0,96.0,85000000.0,273400000.0
2796,Resident Evil: The Final Chapter,SGem,26800000.0,285400000.0,2017.0,84.0,40000000.0,272200000.0
349,Alvin and the Chipmunks: Chipwrecked,Fox,133100000.0,209600000.0,2011.0,49.0,80000000.0,262700000.0
11,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104400000.0,311300000.0,2010.0,48.0,155000000.0,260700000.0
1904,Pitch Perfect 2,Uni.,184300000.0,103200000.0,2015.0,14.0,29000000.0,258500000.0
754,Journey 2: The Mysterious Island,WB (NL),103900000.0,231400000.0,2012.0,10.0,79000000.0,256300000.0
351,Bridesmaids,Uni.,169100000.0,119300000.0,2011.0,85.0,32500000.0,255900000.0
1512,Neighbors,Uni.,150200000.0,120500000.0,2014.0,64.0,18000000.0,252700000.0
1902,Maze Runner: The Scorch Trials,Fox,81700000.0,230600000.0,2015.0,38.0,61000000.0,251300000.0
1901,The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000.0,2015.0,74.0,74000000.0,251200000.0
1514,Annabelle,WB (NL),84300000.0,172800000.0,2014.0,84.0,6500000.0,250600000.0
2803,Get Out,Uni.,176000000.0,79400000.0,2017.0,49.0,5000000.0,250400000.0
2357,Now You See Me 2,LG/S,65099999.0,269800000.0,2016.0,66.0,90000000.0,244899999.0
346,The Adventures of Tintin,Par.,77600000.0,296400000.0,2011.0,52.0,130000000.0,244000000.0
23,Resident Evil: Afterlife,SGem,60100000.0,240100000.0,2010.0,70.0,57500000.0,242700000.0
1501,Penguins of Madagascar,Fox,83400000.0,289700000.0,2014.0,37.0,132000000.0,241100000.0
1152,The Smurfs 2,Sony,71000000.0,276500000.0,2013.0,33.0,110000000.0,237500000.0
1504,Night at the Museum: Secret of the Tomb,Fox,113700000.0,249500000.0,2014.0,60.0,127000000.0,236200000.0
1148,G.I. Joe: Retaliation,Par.,122500000.0,253200000.0,2013.0,13.0,140000000.0,235700000.0
1159,We're the Millers,WB (NL),150400000.0,119600000.0,2013.0,90.0,37000000.0,233000000.0
1505,Noah,Par.,101200000.0,261399999.0,2014.0,51.0,130000000.0,232599999.0
347,Captain America: The First Avenger,Par.,176700000.0,193900000.0,2011.0,10.0,140000000.0,230600000.0
1898,Mad Max: Fury Road,WB,153600000.0,224800000.0,2015.0,75.0,150000000.0,228400000.0
3122,Maze Runner: The Death Cure,Fox,58000000.0,230200000.0,2018.0,40.0,61000000.0,227200000.0
749,Snow White and the Huntsman,Uni.,155300000.0,241300000.0,2012.0,19.0,170000000.0,226600000.0
2351,Independence Day: Resurgence,Fox,103100000.0,286500000.0,2016.0,33.0,165000000.0,224600000.0
2805,Baahubali 2: The Conclusion,GrtIndia,20200000.0,234000000.0,2017.0,55.0,30000000.0,224200000.0
2355,Trolls,Fox,153700000.0,193200000.0,2016.0,73.0,125000000.0,221900000.0
1146,Pacific Rim,WB,101800000.0,309200000.0,2013.0,72.0,190000000.0,221000000.0
3116,Mary Poppins Returns,BV,172000000.0,177600000.0,2018.0,45.0,130000000.0,219600000.0
1517,The Imitation Game,Wein.,91100000.0,142400000.0,2014.0,6.0,15000000.0,218500000.0
31,True Grit,Par.,171200000.0,81000000.0,2010.0,29.0,35000000.0,217200000.0
764,Silver Linings Playbook,Wein.,132100000.0,104300000.0,2012.0,59.0,21000000.0,215400000.0
755,The Expendables 2,LGF,85000000.0,229900000.0,2012.0,81.0,100000000.0,214900000.0
24,Shutter Island,Par.,128000000.0,166800000.0,2010.0,52.0,80000000.0,214800000.0
1905,Paddington,W/Dim.,76300000.0,191800000.0,2015.0,5.0,55000000.0,213100000.0
1154,A Good Day to Die Hard,Fox,67300000.0,237300000.0,2013.0,34.0,92000000.0,212600000.0
1162,American Hustle,Sony,150100000.0,101100000.0,2013.0,80.0,40000000.0,211200000.0
2366,Hidden Figures,Fox,169600000.0,66300000.0,2016.0,64.0,25000000.0,210900000.0
22,Little Fockers,Uni.,148400000.0,162200000.0,2010.0,70.0,100000000.0,210600000.0
761,Lincoln,BV,182200000.0,93100000.0,2012.0,73.0,65000000.0,210300000.0
352,Super 8,Par.,127000000.0,133100000.0,2011.0,93.0,50000000.0,210100000.0
2790,Cars 3,BV,152900000.0,231000000.0,2017.0,5.0,175000000.0,208900000.0
3125,Crazy Rich Asians,WB,174500000.0,64000000.0,2018.0,38.0,30000000.0,208500000.0
1510,Divergent,LG/S,150900000.0,137900000.0,2014.0,95.0,85000000.0,203800000.0
363,Paranormal Activity 3,Par.,104000000.0,103000000.0,2011.0,51.0,5000000.0,202000000.0
359,Bad Teacher,Sony,100300000.0,115900000.0,2011.0,27.0,19000000.0,197200000.0
29,Grown Ups,Sony,162000000.0,109400000.0,2010.0,34.0,75000000.0,196400000.0
1158,Cloudy with a Chance of Meatballs 2,Sony,119800000.0,154500000.0,2013.0,13.0,78000000.0,196300000.0
348,X-Men: First Class,Fox,146400000.0,207200000.0,2011.0,42.0,160000000.0,193600000.0
26,Sex and the City 2,WB (NL),95300000.0,193000000.0,2010.0,16.0,95000000.0,193300000.0
2808,Baby Driver,TriS,107800000.0,119100000.0,2017.0,59.0,34000000.0,192900000.0
28,The Expendables,LGF,103100000.0,171400000.0,2010.0,34.0,82000000.0,192500000.0
1502,Edge of Tomorrow,WB,100200000.0,270300000.0,2014.0,95.0,178000000.0,192500000.0
18,Megamind,P/DW,148400000.0,173500000.0,2010.0,47.0,130000000.0,191900000.0
358,The Help,BV,169700000.0,46900000.0,2011.0,63.0,25000000.0,191600000.0
350,Real Steel,BV,85500000.0,213800000.0,2011.0,31.0,110000000.0,189300000.0
2371,Me Before You,WB (NL),56200000.0,152100000.0,2016.0,20.0,20000000.0,188300000.0
766,Argo,WB,136000000.0,96300000.0,2012.0,27.0,44500000.0,187800000.0
1903,The Divergent Series: Insurgent,LG/S,130199999.0,167100000.0,2015.0,22.0,110000000.0,187299999.0
1166,The Heat,Fox,159600000.0,70300000.0,2013.0,35.0,43000000.0,186900000.0
2800,Ferdinand,Fox,84400000.0,211700000.0,2017.0,14.0,111000000.0,185100000.0
765,American Reunion,Uni.,57000000.0,178000000.0,2012.0,26.0,50000000.0,185000000.0
34,The Social Network,Sony,97000000.0,128000000.0,2010.0,91.0,40000000.0,185000000.0
2795,The Great Wall,Uni.,45500000.0,289400000.0,2017.0,92.0,150000000.0,184900000.0
3123,Tomb Raider,WB,58300000.0,216400000.0,2018.0,70.0,90000000.0,184700000.0
2365,Sully,WB,125100000.0,115700000.0,2016.0,50.0,60000000.0,180800000.0
3119,Skyscraper,Uni.,68400000.0,236400000.0,2018.0,78.0,125000000.0,179800000.0
27,The Tourist,Sony,67600000.0,210700000.0,2010.0,85.0,100000000.0,178300000.0
2353,The Legend of Tarzan,WB,126600000.0,230100000.0,2016.0,88.0,180000000.0,176700000.0
2814,The Shape of Water,FoxS,63900000.0,131400000.0,2017.0,19.0,19500000.0,175800000.0
763,Resident Evil: Retribution,SGem,42300000.0,197700000.0,2012.0,4.0,65000000.0,175000000.0
41,Paranormal Activity 2,Par.,84800000.0,92800000.0,2010.0,65.0,3000000.0,174600000.0
362,Horrible Bosses,WB (NL),117500000.0,92100000.0,2011.0,34.0,35000000.0,174600000.0
1917,Straight Outta Compton,Uni.,161200000.0,40400000.0,2015.0,35.0,28000000.0,173600000.0
1518,Non-Stop,Uni.,92200000.0,130600000.0,2014.0,2.0,50000000.0,172800000.0
21,The Last Airbender,Par.,131800000.0,187900000.0,2010.0,83.0,150000000.0,169700000.0
1160,Epic,Fox,107500000.0,160900000.0,2013.0,77.0,100000000.0,168400000.0
1174,12 Years a Slave,FoxS,56700000.0,131100000.0,2013.0,18.0,20000000.0,167800000.0
2811,The Emoji Movie,Sony,86100000.0,131699999.0,2017.0,7.0,50000000.0,167799999.0
1163,Grown Ups 2,Sony,133699999.0,113300000.0,2013.0,48.0,80000000.0,166999999.0
2369,Central Intelligence,WB (NL),127400000.0,89500000.0,2016.0,91.0,50000000.0,166900000.0
1156,Elysium,TriS,93100000.0,193100000.0,2013.0,92.0,120000000.0,166200000.0
1155,Oblivion,Uni.,89100000.0,197100000.0,2013.0,93.0,120000000.0,166200000.0
771,The Vow,SGem,125000000.0,71100000.0,2012.0,42.0,30000000.0,166100000.0
35,Valentine's Day,WB (NL),110500000.0,106000000.0,2010.0,70.0,52000000.0,164500000.0
3128,Creed II,MGM,115700000.0,98300000.0,2018.0,96.0,50000000.0,164000000.0
2375,Bad Moms,STX,113300000.0,70700000.0,2016.0,99.0,20000000.0,164000000.0
1168,Captain Phillips,Sony,107100000.0,111700000.0,2013.0,92.0,55000000.0,163800000.0
25,Salt,Sony,118300000.0,175200000.0,2010.0,50.0,130000000.0,163500000.0
1881,Furious 7,Uni.,353000000.0,1163.0,2015.0,67.0,190000000.0,163001163.0
756,Rise of the Guardians,P/DW,103400000.0,203500000.0,2012.0,2.0,145000000.0,161900000.0
776,Magic Mike,WB,113700000.0,53500000.0,2012.0,88.0,7000000.0,160200000.0
769,21 Jump Street,Sony,138400000.0,63100000.0,2012.0,44.0,42000000.0,159500000.0
767,Jack Reacher,Par.,80100000.0,138300000.0,2012.0,68.0,60000000.0,158400000.0
2356,Star Trek Beyond,Par.,158800000.0,184600000.0,2016.0,79.0,185000000.0,158400000.0
364,Gnomeo and Juliet,BV,100000000.0,94000000.0,2011.0,6.0,36000000.0,158000000.0
3133,Insidious: The Last Key,Uni.,67700000.0,100100000.0,2018.0,45.0,10000000.0,157800000.0
370,The Descendants,FoxS,82600000.0,94700000.0,2011.0,5.0,20000000.0,157300000.0
1521,Into the Woods,BV,128000000.0,85100000.0,2014.0,77.0,56200000.0,156900000.0
1179,Insidious Chapter 2,FD,83600000.0,78300000.0,2013.0,53.0,5000000.0,156900000.0
2373,Arrival,Par.,100500000.0,102800000.0,2016.0,34.0,47000000.0,156300000.0
757,Wrath of the Titans,WB,83700000.0,221600000.0,2012.0,87.0,150000000.0,155300000.0
1909,Pixels,Sony,78700000.0,166100000.0,2015.0,59.0,90000000.0,154800000.0
1918,The Intern,WB,75800000.0,118800000.0,2015.0,6.0,40000000.0,154600000.0
356,Immortals,Rela.,83500000.0,143400000.0,2011.0,45.0,75000000.0,151900000.0
760,The Bourne Legacy,Uni.,113200000.0,162900000.0,2012.0,76.0,125000000.0,151100000.0
1914,Ted 2,Uni.,81500000.0,135200000.0,2015.0,55.0,68000000.0,148700000.0
1157,Turbo,Fox,83000000.0,199500000.0,2013.0,31.0,135000000.0,147500000.0
1908,The Peanuts Movie,Fox,130199999.0,116100000.0,2015.0,7.0,99000000.0,147299999.0
2822,"Three Billboards Outside Ebbing, Missouri",FoxS,54500000.0,104700000.0,2017.0,59.0,12000000.0,147200000.0
1519,Dracula Untold,Uni.,56300000.0,160800000.0,2014.0,21.0,70000000.0,147100000.0
37,Due Date,WB,100500000.0,111200000.0,2010.0,84.0,65000000.0,146700000.0
1175,Lee Daniels' The Butler,Wein.,116600000.0,60000000.0,2013.0,45.0,30000000.0,146600000.0
775,Looper,TriS,66500000.0,110000000.0,2012.0,69.0,30000000.0,146500000.0
2372,London Has Fallen,Focus,62500000.0,143200000.0,2016.0,80.0,60000000.0,145700000.0
2368,Inferno,Sony,34300000.0,185700000.0,2016.0,64.0,75000000.0,145000000.0
1912,Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000.0,2015.0,56.0,90000000.0,144800000.0
1899,The Good Dinosaur,BV,123100000.0,209100000.0,2015.0,73.0,187500000.0,144700000.0
38,Eat Pray Love,Sony,80600000.0,124000000.0,2010.0,67.0,60000000.0,144600000.0
2807,Alien: Covenant,Fox,74300000.0,166600000.0,2017.0,12.0,97000000.0,143900000.0
2389,Lights Out,WB (NL),67300000.0,81600000.0,2016.0,55.0,5000000.0,143900000.0
1528,The Grand Budapest Hotel,FoxS,59300000.0,115500000.0,2014.0,27.0,31000000.0,143800000.0
361,Battle: Los Angeles,Sony,83600000.0,128300000.0,2011.0,10.0,70000000.0,141900000.0
2815,Pitch Perfect 3,Uni.,104900000.0,80500000.0,2017.0,58.0,45000000.0,140400000.0
773,The Impossible,LG/S,19000000.0,161300000.0,2012.0,100.0,40000000.0,140300000.0
1176,Identity Thief,Uni.,134500000.0,39500000.0,2013.0,32.0,35000000.0,139000000.0
40,Red,Sum.,90400000.0,108600000.0,2010.0,63.0,60000000.0,139000000.0
372,In Time,Fox,37500000.0,136400000.0,2011.0,74.0,35000000.0,138900000.0
781,Paranormal Activity 4,Par.,53900000.0,88900000.0,2012.0,59.0,5000000.0,137800000.0
1526,The Equalizer,Sony,101500000.0,90800000.0,2014.0,96.0,55000000.0,137300000.0
1524,Need for Speed,BV,43600000.0,159700000.0,2014.0,70.0,66000000.0,137300000.0
2813,Smurfs: The Lost Village,Sony,45000000.0,152200000.0,2017.0,5.0,60000000.0,137200000.0
1181,Jackass Presents: Bad Grandpa,Par.,102000000.0,49800000.0,2013.0,3.0,15000000.0,136800000.0
1920,Creed,WB (NL),109800000.0,63800000.0,2015.0,91.0,37000000.0,136600000.0
2379,Hacksaw Ridge,LGF,67200000.0,108100000.0,2016.0,17.0,40000000.0,135300000.0
360,Just Go With It,Sony,103000000.0,111900000.0,2011.0,58.0,80000000.0,134900000.0
375,Limitless,Rela.,79200000.0,82600000.0,2011.0,91.0,27000000.0,134800000.0
3127,Smallfoot,WB,83200000.0,130900000.0,2018.0,69.0,80000000.0,134100000.0
2820,John Wick: Chapter Two,LG/S,92000000.0,79500000.0,2017.0,94.0,40000000.0,131500000.0
1184,Mama,Uni.,71600000.0,74800000.0,2013.0,9.0,15000000.0,131400000.0
777,Flight,Par.,93800000.0,68000000.0,2012.0,23.0,31000000.0,130800000.0
1511,Mr. Peabody & Sherman,Fox,111500000.0,164200000.0,2014.0,1.0,145000000.0,130700000.0
2817,The Post,Fox,81900000.0,97900000.0,2017.0,9.0,50000000.0,129800000.0
